thumb href,tagItemTitle href,speakerName,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),specialty_codes href (7),specialty_codes (7),genericItemIntroText (2),specialty_codes href (8),specialty_codes (8),genericItemIntroText (3),specialty_codes href (9),specialty_codes (9),specialty_codes href (10),specialty_codes (10),specialty_codes href (11),specialty_codes (11),specialty_codes href (12),specialty_codes (12),specialty_codes href (13),specialty_codes (13),specialty_codes href (14),specialty_codes (14),specialty_codes href (15),specialty_codes (15),genericItemIntroText (5),genericItemIntroText (7),priceRange
https://www.ovations.com.au/speakers/natarsha-belling,https://www.ovations.com.au/speakers/natarsha-belling,Natarsha Belling,"Natarsha Belling is one of the best-known news presenters on Australian television. She now has almost of a decade of experience after presenting her first bulletin at the tender television age of 21, making Natarsha one of the youngest newsreaders in Australia. Natarsha is an accomplished MC and available to MC at launches, events, functions. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/wayne-bennett,https://www.ovations.com.au/speakers/wayne-bennett,Wayne Bennett,"Wayne is one of Australia's most successful, influential and innovative sports coaches. With all of his sporting achievements, as a player and a coach, he would be great when talking about achievement, beating the competition, bringing a team together and staying on top of your game. ...",https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/mark-beretta,https://www.ovations.com.au/speakers/mark-beretta,Mark Beretta,"Mark Beretta is doing what he loves most - talking about sport. Mark presents the breaking sport stories of the day, as sport presenter for Seven's 6pm News in Sydney, and the national SUNRISE program. He also hosts and commentates on many of Seven Sport's major events, and is the fill-in host for David Koch on SUNRISE. ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/david-berman,https://www.ovations.com.au/speakers/david-berman,David Berman,"David Berman has been described as the ""David Suzuki of design"". He helps local and international audiences align their professional and person values, equips them with strategic skills, and challenges them to apply their professional strengths to help repair the World. David helps organizations get great things done, through the motivation and techniques he provides for applying strategy, design ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/peter-berner,https://www.ovations.com.au/speakers/peter-berner,Peter Berner,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"Peter Berner emerged as a major Australian comedic talent with the creation of the ABC TV program ""BackBerner"". Peter has a proven record of success in all facets of comedy and at all levels of the industry - he is an entertainer, MC and speaker not to be missed. ...",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/ngahihi-bidois,https://www.ovations.com.au/speakers/ngahihi-bidois,Ngahihi Bidois,"Ngahihi o te ra Bidois is an International Speaker who has been described as a Modern day Warrior. He has many years of speaking and leadership experience in the Business, Education and Maori sectors. He has helped many leaders develop their personal and professional leadership and has been a manager in a multinational oil company, a teacher and Head of Department in a secondary school, a lecturer ...",https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/peter-blasina,https://www.ovations.com.au/speakers/peter-blasina,Peter Blasina,"Peter Blasina is regularly acknowledged for having made a valuable contribution to the high standard of IT journalism both locally and overseas. A well-known face and voice nationally in mainstream newspaper dailies, key technology publications, on broadcasting vehicles such as public broadcaster ABC Radio, and TV station Channel Seven. He also owns and publishes two newsstand magazines that are d ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/shaynna-blaze,https://www.ovations.com.au/speakers/shaynna-blaze,Shaynna Blaze,"Award-Winning Interior Designer with over 20 years experience designing both residential and commercial spaces. Shaynna co-hosts The LifeStyle Channel's, Selling Houses Australia program and appears regularly giving design advice and tips on television and in magazines and newspapers. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/colin-bockman,https://www.ovations.com.au/speakers/colin-bockman,Colin Bockman,"Melbourne-based, Colin Bockman is an Innovative Business Thinker! He is considered one of Australia's premiere business, inspirational and motivational speakers. He's an achiever who literally started at the bottom. He has progressed from hands-on Manufacturing to Sales Management to National Sales Management, and at the time when he decided to leave the corporate scene in 1984 he was a Marketing ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/lloyd-bond,https://www.ovations.com.au/speakers/lloyd-bond,Lloyd Bond,"During his career Lloyd Bond has been CEO of a couple of divisions of NewsCorp, founding publisher of Australian Penthouse, Australian Media man of the year, Awarded Queen's Silver Jubilee Medal, Creative Director for Network Ten's coverage of 1984 L.A Olympic Games Coverage, creative consultant to Disney Corp, Universal Studios, Honda Worldwide, Matsushita Japan, The Sultan of Brunei, personal cr ...",https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/anthony-bonnici,https://www.ovations.com.au/speakers/anthony-bonnici,Anthony Bonnici,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,"Anthony is a charismatic, dynamic & super energetic presenter who will leave your audience begging for more. Anthony has 13 years experience in corporate Australia in sales, marketing & people management roles. In addition to face to face selling for 4 years, Anthony turned 'middle of the road' sales teams into high performing teams as well as looking after marketing teams with brands worth over $ ...",https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/gina-boon,https://www.ovations.com.au/speakers/gina-boon,Gina Boon,"Gina Boon has anchored some of Australia's top-rating news and feature programs with a 15 year television career spanning The Nine Network and The Seven Network. Gina's career has seen her investigating, reporting on and presenting such events as the end of the Cold War, the fall of the Berlin Wall, Tiananmen Square, the First Gulf War, Mandela's Presidency, the Sydney Bushfires, the Port Arthur M ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/shane-bourne,https://www.ovations.com.au/speakers/shane-bourne,Shane Bourne,"Shane Bourne is one of Australia's best loved an talented comedians and in recent years has become one of the most sought after performers on the corporate function circuit. His vast experience, professionalism, and commanding stage presence make him a great asset to any function. Appearing as a guest speaker, facilitator or presiding as Master of Ceremonies, Shane's ability to read an audience co ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/graeme-bowman,https://www.ovations.com.au/speakers/graeme-bowman,Graeme Bowman,"Graeme Bowman is someone with many years of experience at turning ho-hum into ha-ha at conferences, launches and awards presentations. Graeme's great advantage over other speakers, comedians and MCs lies in the versatility he brings to each event. As well as running interactive trivia evenings, Graeme is an extremely experienced Keynote Presenter, Master of Ceremonies, Hoax Speaker, Corporate Com ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Characterisation%20/%20Hoax%20/%20Impersonations,CHARACTERISATION / HOAX / IMPERSONATIONS,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/steven-bradbury,https://www.ovations.com.au/speakers/steven-bradbury,Steven Bradbury,,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,,,"Olympic Champion, Champion Speaker and genuine onstage Motivator and Entertainer is a unique skill set.",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/charles-brass,https://www.ovations.com.au/speakers/charles-brass,Charles Brass,"As the Chairman of the Futures Foundation, the professional association for Australia's practicing futurists, Charles is ideally placed to identify the forces and trends which are shaping Australia's future. He is also an active member of all major international futures organisations. Humanity is in danger of ignoring four great global trends each of which is individually confronting, but whic ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/james-brayshaw,https://www.ovations.com.au/speakers/james-brayshaw,James Brayshaw,"James Brayshaw has combined a 10-year first class professional cricket career with a successful sports journalist career. He is an accomplished host and MC, and is in demand for corporate and charity events. ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/dermott-brereton,https://www.ovations.com.au/speakers/dermott-brereton,Dermott Brereton,"After a memorable career with the Hawthorn Football Club, where he played in five premiership sides and represented his state on nine occasions, Dermott has forged a successful career as a television presenter, football commentator, newspaper columnist, and radio host. Dermott hosted and provided special comments for Channel Nine's Friday Night Football before Nine lost the AFL rights. Dermott jo ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/paul-briggs,https://www.ovations.com.au/speakers/paul-briggs,Paul Briggs,"Paul 'Hurricane' Briggs - from a family of New Zealand fighters - moved to Australia early in his life. By his teens, Paul was already set to become kickboxing world champion. But Briggs gave kickboxing away. He made a name for himself as a Brisbane DJ and developed an appetite for ecstasy and cocaine. He slipped into crime. Self-loathing took him to the brink of suicide, until fate intervened ... ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/torah-bright,https://www.ovations.com.au/speakers/torah-bright,Torah Bright,"At only 22 years of age Torah is one of the world's leading female snowboarders. Torah is the hottest youth sports commodity on the planet. Torah made her Olympic debut at the 2006 Winter Olympics in Torino and has since claimed the 2006/07 TTR World Title and back to back US Open, Nippon Open, World Superpipe and Burton Global Open Series titles. Torah is one of the most photographed snowboarder ...",https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Olympics,OLYMPICS,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/jim-bright,https://www.ovations.com.au/speakers/jim-bright,Jim Bright,"Jim Bright is Professor of Career Development and an Organizational Psychologist specializing in personal and corporate change processes. He has worked with many leading organizations around the world and with his colleague Robert Pryor, has pioneered the application of chaos and complexity theory to career development and organisational change. He has published over 60 peer-reviewed journal artic ...",https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/trisha-broadbridge,https://www.ovations.com.au/speakers/trisha-broadbridge,Trisha Broadbridge,"Trisha Broadbridge is a member of the Reach Foundation, an Australian organisation that promotes youth self-esteem. Trisha founded the Reach Broadbridge Fund, that specialises in leading workshops and camps that give teenagers a place where they can go a little crazy, connect with others and be heard. After losing her husband, Troy Broadbridge, in the 2004 Asian Tsunami, Trisha joined forces with ...",https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Environment%20/%20Sustainability,ENVIRONMENT / SUSTAINABILITY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/ian-brooks,https://www.ovations.com.au/speakers/ian-brooks,Ian Brooks,"For some time now, Ian has been recognised as one of Australasia's top business speakers. Each year, he delivers over 120 keynote addresses and seminars in Australia, New Zealand and overseas. He is only one of a handful of Australians and New Zealanders invited to speak at the Million Dollar Roundtable, the world's largest convention of insurance salespeople. Ian is the most published business ...",https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/ovations-exclusive-speakers/john-buchanan,https://www.ovations.com.au/ovations-exclusive-speakers/john-buchanan,John Buchanan,,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sport,SPORT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,"John Buchanan is regarded as one of the most successful international sports coaches in history. From this background, he translates the deep insights of peak performance on the sports field into winning behaviours and actions in the business arena.",,,,,,,,,,,,,,,,,,,,5000-10000
https://www.ovations.com.au/speakers/nicky-buckley,https://www.ovations.com.au/speakers/nicky-buckley,Nicky Buckley,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Presentation%20Skills,PRESENTATION SKILLS,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,"A regular presenter on television and radio, Nicky's extensive media career has also seen her featured extensively in advertising and endorsement campaigns for organisations including Coles Myer, Intimo Lingerie and Energiser Batteries. Nicky's great looks, healthy attitude to life and relaxed and approachable manner have ensured her a long and successful career. She has broad market appeal and is easily identifiable with both the corporate and leisure market. Nicky's 'down to earth' attitude and natural beauty have made her a worthy public role model with the ability to appeal to all segments of the market - from two year olds to grandparents!",,,,,,,,,,,,,,,,,,,,5000-10000
